,차량기지,호선,역명,전철역코드,수송비용,유휴공간,교통량
255,천왕차량사업소,7,남구로,2747,0.29257641921397365,0.03103858434752446,1.0
256,천왕차량사업소,7,가산디지털단지,2748,0.2576419213973799,0.023397043044501884,0.78551043869028
257,천왕차량사업소,7,철산,2749,0.19650655021834063,0.03373072626999854,
258,천왕차량사업소,7,광명사거리,2750,0.13973799126637537,0.03729910861627789,
259,천왕차량사업소,7,천왕,2751,0.06550218340611355,0.12131723397949054,1.0
260,천왕차량사업소,7,온수,2752,0.0,0.018432112075939113,1.0
261,모란차량사업소,8,암사,2811,0.0,0.0219215421831459,0.4074586190541267
262,모란차량사업소,8,천호,2812,0.07344632768361582,,0.4074586190541267
263,모란차량사업소,8,강동구청,2813,0.12429378531073447,0.019556857907972753,0.4074586190541267
264,모란차량사업소,8,몽촌토성,2814,0.21468926553672316,0.004659476404282059,0.6796041577902294
265,모란차량사업소,8,잠실,2815,0.2598870056497175,0.269174068978371,0.6796041577902294
266,모란차량사업소,8,석촌,2816,0.327683615819209,0.008801233208088333,0.6796041577902294
267,모란차량사업소,8,송파,2817,0.3785310734463277,0.006480555098955632,0.6796041577902294
268,모란차량사업소,8,가락시장,2818,0.423728813559322,0.020715255514037318,0.6796041577902294
269,모란차량사업소,8,문정,2819,0.4745762711864407,0.0038828970035683827,0.6796041577902294
270,모란차량사업소,8,장지,2820,0.5254237288135594,0.043760249230215674,0.6796041577902294
271,모란차량사업소,8,복정,2821,0.5762711864406779,0.006471495005947304,0.6796041577902294
272,모란차량사업소,8,남위례,2828,0.6610169491525423,,
273,모란차량사업소,8,산성,2822,0.728813559322034,0.0038828970035683827,
274,모란차량사업소,8,남한산성입구,2823,0.8022598870056497,0.025672420688592955,
275,모란차량사업소,8,단대오거리,2824,0.847457627118644,0.025678892183598905,
276,모란차량사업소,8,신흥,2825,0.8926553672316384,0.005177196004757844,
277,모란차량사업소,8,수진,2826,0.943502824858757,0.005177196004757844,
278,모란차량사업소,8,모란,2827,1.0,0.006471495005947304,
